,AS,1. What is your gender?,2. How old were you at your last birthday?,36a. I have unrealistic time pressures,20a. My supervisor provides me with regular and constructive feedback,"18f. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","18g. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
318,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
319,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,5.0,5.0,5.0
320,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
321,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,4.0,4.0
322,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,5.0,5.0
323,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
324,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,2.0,4.0,4.0
325,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
326,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
327,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,4.0
328,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
329,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,2.0,4.0
330,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
331,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,1.0,3.0
332,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,4.0,5.0
333,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,4.0,4.0
334,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,3.0,1.0,2.0
335,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,3.0
336,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
337,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,5.0,4.0,4.0
338,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
339,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,3.0,3.0,2.0
340,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,4.0,2.0,2.0
341,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,4.0,4.0
342,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,3.0,4.0
343,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
344,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,4.0,4.0,4.0
345,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
346,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
347,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,1.0,1.0
348,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,2.0,2.0
349,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,3.0,4.0,4.0
350,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,2.0,3.0,4.0
351,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,3.0,4.0
352,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,1.0,3.0,3.0
353,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
354,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,5.0
355,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
356,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,2.0,3.0,2.0
357,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
358,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
359,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
360,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
361,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
362,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,4.0,4.0
363,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,2.0,4.0
364,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
365,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
366,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
367,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,2.0,4.0,4.0
368,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
369,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,3.0
370,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
371,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
372,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,2.0
373,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,3.0,4.0
374,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,2.0,4.0
375,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
376,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,3.0,3.0
377,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
378,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,2.0,3.0
379,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,3.0
380,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,1.0
381,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
382,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
383,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,1.0,4.0
384,Small (Less than 250 employees),Female,40 to 54 years,2.0,2.0,4.0,3.0
385,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
386,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
387,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
388,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
389,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,3.0,1.0
390,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,3.0,4.0,4.0
391,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,5.0,5.0
392,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,2.0,4.0
393,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,5.0
394,"Large (1,001 or more employees)",Male,40 to 54 years,5.0,4.0,5.0,5.0
395,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,4.0,5.0
396,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,2.0,4.0
397,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
398,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,5.0,5.0
399,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
400,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,2.0,4.0,5.0
401,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
402,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
403,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,3.0
404,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
405,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,5.0,2.0
406,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,3.0,3.0
407,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,2.0,3.0
408,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
409,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
410,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
411,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
412,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,5.0
413,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
414,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
415,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,2.0,4.0,4.0
416,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,3.0
417,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
418,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,5.0
419,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,1.0,1.0
420,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,3.0,4.0,4.0
421,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,3.0,3.0
422,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,5.0,5.0
423,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,5.0
424,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
425,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,2.0
426,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,5.0
427,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,5.0,5.0
428,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,4.0,4.0
429,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,3.0,4.0
430,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
431,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,4.0,4.0
432,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,3.0,2.0
433,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,2.0,4.0,4.0
434,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,1.0,3.0
435,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
436,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,2.0,1.0,4.0
437,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,5.0,5.0
438,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
439,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,5.0,5.0
440,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
441,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,4.0,4.0,5.0
442,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
443,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,3.0,3.0,3.0
444,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
445,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
446,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
447,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,2.0
448,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,4.0,5.0
449,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,2.0,4.0
450,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,4.0,4.0
451,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
452,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
453,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,2.0,4.0
454,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,1.0,2.0,5.0
455,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,4.0,4.0,4.0
456,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
457,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,3.0,2.0,3.0
458,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,4.0,3.0
459,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,3.0
460,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,5.0,4.0
461,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,4.0
462,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
463,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,2.0,3.0
464,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
465,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,4.0,3.0,3.0
466,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
467,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,4.0
468,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
469,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
470,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
471,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,3.0,3.0
472,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,2.0,4.0,3.0
473,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,2.0,4.0
474,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,5.0,4.0
475,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,2.0,2.0,5.0
476,Small (Less than 250 employees),Male,40 to 54 years,2.0,5.0,5.0,2.0
477,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,5.0
478,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
479,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,5.0,3.0
480,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,3.0,4.0
481,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,1.0,2.0
482,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
483,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
484,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
485,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,2.0
486,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,2.0,3.0,4.0
487,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
488,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
489,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
490,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,3.0,4.0
491,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
492,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,5.0,4.0
493,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,2.0,4.0
494,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
495,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,2.0,5.0,4.0
496,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
497,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
498,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
499,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
500,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,4.0,4.0
501,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
502,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,2.0,3.0
503,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,1.0,4.0
504,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
505,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,2.0,2.0,4.0
506,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
507,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
508,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
509,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,3.0,3.0,4.0
510,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
511,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,5.0,4.0
512,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,2.0,1.0,1.0
513,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,5.0,5.0
514,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,5.0
515,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
516,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
517,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
518,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,1.0,1.0,3.0
519,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
520,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
521,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,2.0,4.0
522,"Medium (251 to 1,000 employees)",Female,40 to 54 years,5.0,1.0,3.0,2.0
523,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,2.0,3.0
524,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
525,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,2.0,4.0
526,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,2.0,4.0,4.0
527,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
528,Small (Less than 250 employees),Female,40 to 54 years,4.0,2.0,4.0,4.0
529,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,4.0,4.0
530,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,3.0
531,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
532,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
533,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,3.0,5.0
534,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
535,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
536,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,2.0,4.0,4.0
537,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
538,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,1.0,1.0,1.0
539,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,3.0,4.0
540,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,5.0,5.0
541,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,1.0
542,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,4.0,4.0
543,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
544,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,5.0
545,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,5.0
546,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
547,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
548,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,5.0,2.0,4.0
549,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
550,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,5.0,5.0
551,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
552,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,4.0
553,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,3.0,3.0
554,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
555,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
556,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
557,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,5.0,5.0
558,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
559,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
560,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,3.0,4.0
561,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,4.0,4.0
562,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
563,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
564,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
565,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,2.0
566,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
567,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,2.0,4.0,4.0
568,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,3.0,4.0
569,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
570,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,5.0,5.0
571,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,1.0,4.0
572,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,4.0,4.0
573,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,3.0,4.0
574,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,3.0
575,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,2.0,3.0,4.0
576,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
577,"Large (1,001 or more employees)",Male,40 to 54 years,5.0,5.0,5.0,5.0
578,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
579,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
580,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,1.0,1.0,1.0
581,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
582,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,4.0,4.0,5.0
583,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,3.0,4.0
584,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,4.0
585,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,5.0,5.0
586,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
587,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,3.0,4.0
588,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,2.0,5.0
